"species","family","class","included_in_analysis"
"Platymantis_vitiensis","Ceratobatrachidae","Amphibia",FALSE
"Plectrohyla_acanthodes","Hylidae","Amphibia",TRUE
"Plectrohyla_ameibothalame","Hylidae","Amphibia",FALSE
"Plectrohyla_arborescandens","Hylidae","Amphibia",TRUE
"Plectrohyla_avia","Hylidae","Amphibia",TRUE
"Plectrohyla_bistincta","Hylidae","Amphibia",TRUE
"Plectrohyla_calthula","Hylidae","Amphibia",TRUE
"Plectrohyla_calvicollina","Hylidae","Amphibia",TRUE
"Plectrohyla_celata","Hylidae","Amphibia",TRUE
"Plectrohyla_cembra","Hylidae","Amphibia",TRUE
"Plectrohyla_charadricola","Hylidae","Amphibia",TRUE
"Plectrohyla_chryses","Hylidae","Amphibia",TRUE
"Plectrohyla_chrysopleura","Hylidae","Amphibia",TRUE
"Plectrohyla_crassa","Hylidae","Amphibia",TRUE
"Plectrohyla_cyanomma","Hylidae","Amphibia",TRUE
"Plectrohyla_cyclada","Hylidae","Amphibia",TRUE
"Plectrohyla_dasypus","Hylidae","Amphibia",TRUE
"Plectrohyla_ephemera","Hylidae","Amphibia",TRUE
"Plectrohyla_exquisita","Hylidae","Amphibia",TRUE
"Plectrohyla_glandulosa","Hylidae","Amphibia",TRUE
"Plectrohyla_guatemalensis","Hylidae","Amphibia",TRUE
"Plectrohyla_hartwegi","Hylidae","Amphibia",TRUE
"Plectrohyla_hazelae","Hylidae","Amphibia",TRUE
"Plectrohyla_ixil","Hylidae","Amphibia",TRUE
"Plectrohyla_labedactyla","Hylidae","Amphibia",TRUE
"Plectrohyla_lacertosa","Hylidae","Amphibia",TRUE
"Plectrohyla_matudai","Hylidae","Amphibia",TRUE
"Plectrohyla_miahuatlanensis","Hylidae","Amphibia",TRUE
"Plectrohyla_mykter","Hylidae","Amphibia",TRUE
"Plectrohyla_pachyderma","Hylidae","Amphibia",TRUE
"Plectrohyla_pentheter","Hylidae","Amphibia",TRUE
"Plectrohyla_pokomchi","Hylidae","Amphibia",TRUE
"Plectrohyla_psarosema","Hylidae","Amphibia",TRUE
"Plectrohyla_psiloderma","Hylidae","Amphibia",TRUE
"Plectrohyla_pycnochila","Hylidae","Amphibia",TRUE
"Plectrohyla_quecchi","Hylidae","Amphibia",TRUE
"Plectrohyla_robertsorum","Hylidae","Amphibia",TRUE
"Plectrohyla_sabrina","Hylidae","Amphibia",TRUE
"Plectrohyla_sagorum","Hylidae","Amphibia",TRUE
"Plectrohyla_siopela","Hylidae","Amphibia",TRUE
"Plectrohyla_tecunumani","Hylidae","Amphibia",TRUE
"Plectrohyla_teuchestes","Hylidae","Amphibia",TRUE
"Plectrohyla_thorectes","Hylidae","Amphibia",TRUE
"Plethodon_ainsworthi","Plethodontidae","Amphibia",FALSE
"Plethodon_albagula","Plethodontidae","Amphibia",TRUE
"Plethodon_amplus","Plethodontidae","Amphibia",FALSE
"Plethodon_angusticlavius","Plethodontidae","Amphibia",TRUE
"Plethodon_asupak","Plethodontidae","Amphibia",FALSE
"Plethodon_aureolus","Plethodontidae","Amphibia",TRUE
"Plethodon_caddoensis","Plethodontidae","Amphibia",TRUE
"Plethodon_cheoah","Plethodontidae","Amphibia",FALSE
"Plethodon_cinereus","Plethodontidae","Amphibia",TRUE
"Plethodon_cylindraceus","Plethodontidae","Amphibia",TRUE
"Plethodon_dorsalis","Plethodontidae","Amphibia",TRUE
"Plethodon_dunni","Plethodontidae","Amphibia",TRUE
"Plethodon_electromorphus","Plethodontidae","Amphibia",FALSE
"Plethodon_elongatus","Plethodontidae","Amphibia",TRUE
"Plethodon_fourchensis","Plethodontidae","Amphibia",FALSE
"Plethodon_glutinosus","Plethodontidae","Amphibia",TRUE
"Plethodon_hoffmani","Plethodontidae","Amphibia",TRUE
"Plethodon_hubrichti","Plethodontidae","Amphibia",TRUE
"Plethodon_idahoensis","Plethodontidae","Amphibia",TRUE
"Plethodon_jordani","Plethodontidae","Amphibia",TRUE
"Plethodon_kentucki","Plethodontidae","Amphibia",TRUE
"Plethodon_kiamichi","Plethodontidae","Amphibia",FALSE
"Plethodon_kisatchie","Plethodontidae","Amphibia",TRUE
"Plethodon_larselli","Plethodontidae","Amphibia",TRUE
"Plethodon_meridianus","Plethodontidae","Amphibia",FALSE
"Plethodon_metcalfi","Plethodontidae","Amphibia",TRUE
"Plethodon_montanus","Plethodontidae","Amphibia",FALSE
"Plethodon_neomexicanus","Plethodontidae","Amphibia",TRUE
"Plethodon_nettingi","Plethodontidae","Amphibia",TRUE
"Plethodon_ouachitae","Plethodontidae","Amphibia",TRUE
"Plethodon_petraeus","Plethodontidae","Amphibia",TRUE
"Plethodon_punctatus","Plethodontidae","Amphibia",TRUE
"Plethodon_richmondi","Plethodontidae","Amphibia",TRUE
"Plethodon_sequoyah","Plethodontidae","Amphibia",TRUE
"Plethodon_serratus","Plethodontidae","Amphibia",TRUE
"Plethodon_shenandoah","Plethodontidae","Amphibia",TRUE
"Plethodon_sherando","Plethodontidae","Amphibia",FALSE
"Plethodon_shermani","Plethodontidae","Amphibia",FALSE
"Plethodon_stormi","Plethodontidae","Amphibia",TRUE
"Plethodon_teyahalee","Plethodontidae","Amphibia",TRUE
"Plethodon_vandykei","Plethodontidae","Amphibia",TRUE
"Plethodon_vehiculum","Plethodontidae","Amphibia",TRUE
"Plethodon_ventralis","Plethodontidae","Amphibia",FALSE
"Plethodon_virginia","Plethodontidae","Amphibia",FALSE
"Plethodon_websteri","Plethodontidae","Amphibia",TRUE
"Plethodon_wehrlei","Plethodontidae","Amphibia",TRUE
"Plethodon_welleri","Plethodontidae","Amphibia",TRUE
"Plethodon_yonahlossee","Plethodontidae","Amphibia",TRUE
"Pleurodema_bibroni","Leiuperidae","Amphibia",FALSE
"Pleurodema_borellii","Leiuperidae","Amphibia",FALSE
"Pleurodema_brachyops","Leiuperidae","Amphibia",TRUE
"Pleurodema_bufoninum","Leiuperidae","Amphibia",TRUE
"Pleurodema_cinereum","Leiuperidae","Amphibia",FALSE
"Pleurodema_diplolister","Leiuperidae","Amphibia",TRUE
"Pleurodema_guayapae","Leiuperidae","Amphibia",FALSE
"Pleurodema_kriegi","Leiuperidae","Amphibia",TRUE
"Pleurodema_marmoratum","Leiuperidae","Amphibia",TRUE
"Pleurodema_nebulosum","Leiuperidae","Amphibia",FALSE
"Pleurodema_thaul","Leiuperidae","Amphibia",TRUE
"Pleurodema_tucumanum","Leiuperidae","Amphibia",FALSE
"Pristimantis_aaptus","Strabomantidae","Amphibia",TRUE
"Pristimantis_acatallelus","Strabomantidae","Amphibia",FALSE
"Pristimantis_acerus","Strabomantidae","Amphibia",TRUE
"Pristimantis_achatinus","Strabomantidae","Amphibia",TRUE
"Pristimantis_achuar","Strabomantidae","Amphibia",FALSE
"Pristimantis_actinolaimus","Strabomantidae","Amphibia",FALSE
"Pristimantis_actites","Strabomantidae","Amphibia",TRUE
"Pristimantis_acuminatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_acutirostris","Strabomantidae","Amphibia",FALSE
"Pristimantis_adiastolus","Strabomantidae","Amphibia",FALSE
"Pristimantis_aemulatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_affinis","Strabomantidae","Amphibia",FALSE
"Pristimantis_alalocophus","Strabomantidae","Amphibia",FALSE
"Pristimantis_albericoi","Strabomantidae","Amphibia",FALSE
"Pristimantis_albertus","Strabomantidae","Amphibia",FALSE
"Pristimantis_altae","Strabomantidae","Amphibia",TRUE
"Pristimantis_altamazonicus","Strabomantidae","Amphibia",TRUE
"Pristimantis_altamnis","Strabomantidae","Amphibia",FALSE
"Pristimantis_amydrotus","Strabomantidae","Amphibia",TRUE
"Pristimantis_anemerus","Strabomantidae","Amphibia",TRUE
"Pristimantis_angustilineatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_aniptopalmatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_anolirex","Strabomantidae","Amphibia",FALSE
"Pristimantis_anotis","Strabomantidae","Amphibia",TRUE
"Pristimantis_apiculatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_appendiculatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_aquilonaris","Strabomantidae","Amphibia",TRUE
"Pristimantis_ardalonychus","Strabomantidae","Amphibia",TRUE
"Pristimantis_atrabracus","Strabomantidae","Amphibia",TRUE
"Pristimantis_atratus","Strabomantidae","Amphibia",TRUE
"Pristimantis_aurantiguttatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_aureolineatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_aureoventris","Craugastoridae","Amphibia",FALSE
"Pristimantis_avicuporum","Strabomantidae","Amphibia",TRUE
"Pristimantis_avius","Strabomantidae","Amphibia",TRUE
"Pristimantis_bacchus","Strabomantidae","Amphibia",FALSE
"Pristimantis_baiotis","Strabomantidae","Amphibia",FALSE
"Pristimantis_balionotus","Strabomantidae","Amphibia",FALSE
"Pristimantis_bambu","Craugastoridae","Amphibia",FALSE
"Pristimantis_baryecuus","Strabomantidae","Amphibia",TRUE
"Pristimantis_batrachites","Strabomantidae","Amphibia",FALSE
"Pristimantis_bearsei","Strabomantidae","Amphibia",TRUE
"Pristimantis_bellator","Strabomantidae","Amphibia",TRUE
"Pristimantis_bellona","Strabomantidae","Amphibia",TRUE
"Pristimantis_bernali","Strabomantidae","Amphibia",FALSE
"Pristimantis_bicolor","Strabomantidae","Amphibia",FALSE
"Pristimantis_bicumulus","Strabomantidae","Amphibia",TRUE
"Pristimantis_bipunctatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_boconoensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_bogotensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_boulengeri","Strabomantidae","Amphibia",TRUE
"Pristimantis_brevifrons","Strabomantidae","Amphibia",TRUE
"Pristimantis_briceni","Strabomantidae","Amphibia",TRUE
"Pristimantis_bromeliaceus","Strabomantidae","Amphibia",TRUE
"Pristimantis_buccinator","Strabomantidae","Amphibia",FALSE
"Pristimantis_buckleyi","Strabomantidae","Amphibia",TRUE
"Pristimantis_cabrerai","Strabomantidae","Amphibia",FALSE
"Pristimantis_cacao","Strabomantidae","Amphibia",FALSE
"Pristimantis_caeruleonotus","Strabomantidae","Amphibia",TRUE
"Pristimantis_cajamarcensis","Strabomantidae","Amphibia",TRUE
"Pristimantis_calcaratus","Strabomantidae","Amphibia",FALSE
"Pristimantis_calcarulatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_cantitans","Strabomantidae","Amphibia",TRUE
"Pristimantis_capitonis","Strabomantidae","Amphibia",FALSE
"Pristimantis_caprifer","Strabomantidae","Amphibia",TRUE
"Pristimantis_carlossanchezi","Strabomantidae","Amphibia",FALSE
"Pristimantis_carmelitae","Strabomantidae","Amphibia",FALSE
"Pristimantis_carranguerorum","Strabomantidae","Amphibia",FALSE
"Pristimantis_carvalhoi","Strabomantidae","Amphibia",TRUE
"Pristimantis_caryophyllaceus","Strabomantidae","Amphibia",TRUE
"Pristimantis_celator","Strabomantidae","Amphibia",TRUE
"Pristimantis_cerasinus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ceuthospilus","Strabomantidae","Amphibia",TRUE
"Pristimantis_chalceus","Strabomantidae","Amphibia",TRUE
"Pristimantis_charlottevillensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_chiastonotus","Strabomantidae","Amphibia",TRUE
"Pristimantis_chimu","Strabomantidae","Amphibia",FALSE
"Pristimantis_chloronotus","Strabomantidae","Amphibia",TRUE
"Pristimantis_chrysops","Strabomantidae","Amphibia",FALSE
"Pristimantis_citriogaster","Strabomantidae","Amphibia",TRUE
"Pristimantis_colodactylus","Strabomantidae","Amphibia",TRUE
"Pristimantis_colomai","Strabomantidae","Amphibia",TRUE
"Pristimantis_colonensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_colostichos","Strabomantidae","Amphibia",FALSE
"Pristimantis_condor","Strabomantidae","Amphibia",TRUE
"Pristimantis_conspicillatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_cordovae","Strabomantidae","Amphibia",FALSE
"Pristimantis_corniger","Strabomantidae","Amphibia",FALSE
"Pristimantis_coronatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_corrugatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_cosnipatae","Strabomantidae","Amphibia",FALSE
"Pristimantis_cremnobates","Strabomantidae","Amphibia",TRUE
"Pristimantis_crenunguis","Strabomantidae","Amphibia",TRUE
"Pristimantis_cristinae","Strabomantidae","Amphibia",FALSE
"Pristimantis_croceoinguinis","Strabomantidae","Amphibia",TRUE
"Pristimantis_crucifer","Strabomantidae","Amphibia",TRUE
"Pristimantis_cruciocularis","Strabomantidae","Amphibia",TRUE
"Pristimantis_cruentus","Strabomantidae","Amphibia",TRUE
"Pristimantis_cryophilius","Strabomantidae","Amphibia",TRUE
"Pristimantis_cryptomelas","Strabomantidae","Amphibia",TRUE
"Pristimantis_cuentasi","Strabomantidae","Amphibia",FALSE
"Pristimantis_culatensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_cuneirostris","Strabomantidae","Amphibia",TRUE
"Pristimantis_curtipes","Strabomantidae","Amphibia",TRUE
"Pristimantis_danae","Strabomantidae","Amphibia",TRUE
"Pristimantis_degener","Strabomantidae","Amphibia",TRUE
"Pristimantis_deinops","Strabomantidae","Amphibia",FALSE
"Pristimantis_delicatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_delius","Strabomantidae","Amphibia",FALSE
"Pristimantis_dendrobatoides","Strabomantidae","Amphibia",TRUE
"Pristimantis_devillei","Strabomantidae","Amphibia",TRUE
"Pristimantis_diadematus","Strabomantidae","Amphibia",TRUE
"Pristimantis_diaphonus","Strabomantidae","Amphibia",FALSE
"Pristimantis_diogenes","Strabomantidae","Amphibia",FALSE
"Pristimantis_dissimulatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_divnae","Strabomantidae","Amphibia",FALSE
"Pristimantis_dorsopictus","Strabomantidae","Amphibia",TRUE
"Pristimantis_douglasi","Strabomantidae","Amphibia",FALSE
"Pristimantis_duellmani","Craugastoridae","Amphibia",FALSE
"Pristimantis_duende","Strabomantidae","Amphibia",TRUE
"Pristimantis_dundeei","Strabomantidae","Amphibia",FALSE
"Pristimantis_elegans","Strabomantidae","Amphibia",FALSE
"Pristimantis_epacrus","Strabomantidae","Amphibia",FALSE
"Pristimantis_eremitus","Strabomantidae","Amphibia",TRUE
"Pristimantis_eriphus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ernesti","Strabomantidae","Amphibia",FALSE
"Pristimantis_erythropleura","Strabomantidae","Amphibia",FALSE
"Pristimantis_esmeraldas","Strabomantidae","Amphibia",FALSE
"Pristimantis_eugeniae","Strabomantidae","Amphibia",TRUE
"Pristimantis_euphronides","Strabomantidae","Amphibia",FALSE
"Pristimantis_eurydactylus","Strabomantidae","Amphibia",FALSE
"Pristimantis_exoristus","Strabomantidae","Amphibia",TRUE
"Pristimantis_factiosus","Strabomantidae","Amphibia",FALSE
"Pristimantis_fallax","Strabomantidae","Amphibia",FALSE
"Pristimantis_fasciatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_fenestratus","Strabomantidae","Amphibia",TRUE
"Pristimantis_fetosus","Strabomantidae","Amphibia",FALSE
"Pristimantis_flabellidiscus","Strabomantidae","Amphibia",FALSE
"Pristimantis_flavobracatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_floridus","Strabomantidae","Amphibia",TRUE
"Pristimantis_frater","Strabomantidae","Amphibia",TRUE
"Pristimantis_gaigei","Strabomantidae","Amphibia",TRUE
"Pristimantis_galdi","Strabomantidae","Amphibia",TRUE
"Pristimantis_ganonotus","Strabomantidae","Amphibia",FALSE
"Pristimantis_gentryi","Strabomantidae","Amphibia",TRUE
"Pristimantis_ginesi","Strabomantidae","Amphibia",FALSE
"Pristimantis_gladiator","Strabomantidae","Amphibia",TRUE
"Pristimantis_glandulosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_gracilis","Strabomantidae","Amphibia",FALSE
"Pristimantis_grandiceps","Strabomantidae","Amphibia",FALSE
"Pristimantis_gutturalis","Strabomantidae","Amphibia",TRUE
"Pristimantis_hamiotae","Strabomantidae","Amphibia",TRUE
"Pristimantis_hectus","Strabomantidae","Amphibia",TRUE
"Pristimantis_helvolus","Strabomantidae","Amphibia",FALSE
"Pristimantis_hernandezi","Strabomantidae","Amphibia",FALSE
"Pristimantis_huicundo","Strabomantidae","Amphibia",FALSE
"Pristimantis_hybotragus","Strabomantidae","Amphibia",FALSE
"Pristimantis_ignicolor","Strabomantidae","Amphibia",TRUE
"Pristimantis_illotus","Strabomantidae","Amphibia",TRUE
"Pristimantis_imitatrix","Strabomantidae","Amphibia",TRUE
"Pristimantis_incanus","Strabomantidae","Amphibia",TRUE
"Pristimantis_incertus","Strabomantidae","Amphibia",FALSE
"Pristimantis_incomptus","Strabomantidae","Amphibia",TRUE
"Pristimantis_infraguttatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_inguinalis","Strabomantidae","Amphibia",FALSE
"Pristimantis_insignitus","Strabomantidae","Amphibia",FALSE
"Pristimantis_inusitatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ixalus","Strabomantidae","Amphibia",FALSE
"Pristimantis_jabonensis","Strabomantidae","Amphibia",FALSE
"Pristimantis_jaimei","Strabomantidae","Amphibia",FALSE
"Pristimantis_jester","Strabomantidae","Amphibia",TRUE
"Pristimantis_johannesdei","Strabomantidae","Amphibia",FALSE
"Pristimantis_jorgevelosai","Strabomantidae","Amphibia",TRUE
"Pristimantis_juanchoi","Strabomantidae","Amphibia",FALSE
"Pristimantis_jubatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_kareliae","Strabomantidae","Amphibia",FALSE
"Pristimantis_katoptroides","Strabomantidae","Amphibia",FALSE
"Pristimantis_kichwarum","Strabomantidae","Amphibia",FALSE
"Pristimantis_labiosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_lacrimosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_lancinii","Strabomantidae","Amphibia",TRUE
"Pristimantis_lanthanites","Strabomantidae","Amphibia",TRUE
"Pristimantis_lasalleorum","Strabomantidae","Amphibia",TRUE
"Pristimantis_lassoalcalai","Strabomantidae","Amphibia",FALSE
"Pristimantis_laticlavius","Strabomantidae","Amphibia",TRUE
"Pristimantis_latidiscus","Strabomantidae","Amphibia",TRUE
"Pristimantis_lemur","Strabomantidae","Amphibia",FALSE
"Pristimantis_lentiginosus","Strabomantidae","Amphibia",FALSE
"Pristimantis_leoni","Strabomantidae","Amphibia",TRUE
"Pristimantis_leptolophus","Strabomantidae","Amphibia",TRUE
"Pristimantis_leucopus","Strabomantidae","Amphibia",TRUE
"Pristimantis_librarius","Strabomantidae","Amphibia",FALSE
"Pristimantis_lichenoides","Strabomantidae","Amphibia",FALSE
"Pristimantis_lindae","Strabomantidae","Amphibia",FALSE
"Pristimantis_lirellus","Strabomantidae","Amphibia",TRUE
"Pristimantis_lividus","Strabomantidae","Amphibia",TRUE
"Pristimantis_llojsintuta","Strabomantidae","Amphibia",FALSE
"Pristimantis_loustes","Strabomantidae","Amphibia",TRUE
"Pristimantis_lucasi","Strabomantidae","Amphibia",TRUE
"Pristimantis_luscombei","Strabomantidae","Amphibia",FALSE
"Pristimantis_luteolateralis","Strabomantidae","Amphibia",TRUE
"Pristimantis_lutitus","Strabomantidae","Amphibia",FALSE
"Pristimantis_lymani","Strabomantidae","Amphibia",TRUE
"Pristimantis_lynchi","Strabomantidae","Amphibia",FALSE
"Pristimantis_lythrodes","Strabomantidae","Amphibia",TRUE
"Pristimantis_maculosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_malkini","Strabomantidae","Amphibia",TRUE
"Pristimantis_marahuaka","Strabomantidae","Amphibia",FALSE
"Pristimantis_marmoratus","Strabomantidae","Amphibia",TRUE
"Pristimantis_mars","Strabomantidae","Amphibia",FALSE
"Pristimantis_martiae","Strabomantidae","Amphibia",TRUE
"Pristimantis_medemi","Strabomantidae","Amphibia",FALSE
"Pristimantis_megalops","Strabomantidae","Amphibia",FALSE
"Pristimantis_melanogaster","Strabomantidae","Amphibia",TRUE
"Pristimantis_melanoproctus","Strabomantidae","Amphibia",FALSE
"Pristimantis_memorans","Strabomantidae","Amphibia",TRUE
"Pristimantis_mendax","Strabomantidae","Amphibia",TRUE
"Pristimantis_meridionalis","Strabomantidae","Amphibia",FALSE
"Pristimantis_merostictus","Strabomantidae","Amphibia",FALSE
"Pristimantis_metabates","Strabomantidae","Amphibia",TRUE
"Pristimantis_minutulus","Strabomantidae","Amphibia",FALSE
"Pristimantis_miyatai","Strabomantidae","Amphibia",FALSE
"Pristimantis_mnionaetes","Strabomantidae","Amphibia",FALSE
"Pristimantis_modipeplus","Strabomantidae","Amphibia",FALSE
"Pristimantis_molybrignus","Strabomantidae","Amphibia",FALSE
"Pristimantis_mondolfii","Strabomantidae","Amphibia",FALSE
"Pristimantis_moro","Strabomantidae","Amphibia",TRUE
"Pristimantis_muricatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_muscosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_museosus","Strabomantidae","Amphibia",TRUE
"Pristimantis_myersi","Strabomantidae","Amphibia",TRUE
"Pristimantis_myops","Strabomantidae","Amphibia",FALSE
"Pristimantis_nephophilus","Strabomantidae","Amphibia",TRUE
"Pristimantis_nervicus","Strabomantidae","Amphibia",FALSE
"Pristimantis_nicefori","Strabomantidae","Amphibia",FALSE
"Pristimantis_nigrogriseus","Strabomantidae","Amphibia",TRUE
"Pristimantis_nyctophylax","Strabomantidae","Amphibia",TRUE
"Pristimantis_obmutescens","Strabomantidae","Amphibia",FALSE
"Pristimantis_ocellatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ockendeni","Strabomantidae","Amphibia",TRUE
"Pristimantis_ocreatus","Strabomantidae","Amphibia",FALSE
"Pristimantis_olivaceus","Strabomantidae","Amphibia",TRUE
"Pristimantis_orcesi","Strabomantidae","Amphibia",TRUE
"Pristimantis_orcus","Strabomantidae","Amphibia",FALSE
"Pristimantis_orestes","Strabomantidae","Amphibia",TRUE
"Pristimantis_ornatissimus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ornatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_orpacobates","Strabomantidae","Amphibia",FALSE
"Pristimantis_orphnolaimus","Strabomantidae","Amphibia",TRUE
"Pristimantis_ortizi","Strabomantidae","Amphibia",FALSE
"Pristimantis_padrecarlosi","Strabomantidae","Amphibia",FALSE
"Pristimantis_paisa","Strabomantidae","Amphibia",FALSE
"Pristimantis_palmeri","Strabomantidae","Amphibia",FALSE
"Pristimantis_paramerus","Strabomantidae","Amphibia",FALSE
"Pristimantis_pardalinus","Strabomantidae","Amphibia",FALSE
"Pristimantis_pardalis","Strabomantidae","Amphibia",TRUE
"Pristimantis_parectatus","Strabomantidae","Amphibia",TRUE
"Pristimantis_parvillus","Strabomantidae","Amphibia",TRUE
"Pristimantis_pastazensis","Strabomantidae","Amphibia",TRUE
"Pristimantis_pataikos","Strabomantidae","Amphibia",TRUE
"Pristimantis_paulodutrai","Craugastoridae","Amphibia",FALSE
"Pristimantis_paululus","Strabomantidae","Amphibia",TRUE
"Pristimantis_pecki","Strabomantidae","Amphibia",TRUE
"Pristimantis_pedimontanus","Strabomantidae","Amphibia",FALSE
"Pristimantis_penelopus","Strabomantidae","Amphibia",FALSE
"Pristimantis_peraticus","Strabomantidae","Amphibia",TRUE
"Pristimantis_percnopterus","Strabomantidae","Amphibia",TRUE
"Pristimantis_percultus","Strabomantidae","Amphibia",FALSE
"Pristimantis_permixtus","Strabomantidae","Amphibia",FALSE
"Pristimantis_peruvianus","Strabomantidae","Amphibia",TRUE
"Pristimantis_petrobardus","Strabomantidae","Amphibia",TRUE
"Pristimantis_phalaroinguinis","Strabomantidae","Amphibia",TRUE
"Pristimantis_phalarus","Strabomantidae","Amphibia",FALSE
"Pristimantis_philipi","Strabomantidae","Amphibia",FALSE
"Pristimantis_phoxocephalus","Strabomantidae","Amphibia",TRUE
