"species","family","class","included_in_analysis"
"Abronia_lythrochila","Amphisbaenidae","Reptilia",TRUE
"Abronia_martindelcampoi","Amphisbaenidae","Reptilia",TRUE
"Abronia_matudai","Amphisbaenidae","Reptilia",TRUE
"Abronia_meledona","Amphisbaenidae","Reptilia",TRUE
"Abronia_mitchelli","Amphisbaenidae","Reptilia",TRUE
"Abronia_mixteca","Amphisbaenidae","Reptilia",TRUE
"Abronia_montecristoi","Amphisbaenidae","Reptilia",TRUE
"Abronia_oaxacae","Amphisbaenidae","Reptilia",TRUE
"Abronia_ochoterenai","Amphisbaenidae","Reptilia",TRUE
"Abronia_ornelasi","Amphisbaenidae","Reptilia",TRUE
"Abronia_ramirezi","Amphisbaenidae","Reptilia",TRUE
"Abronia_reidi","Amphisbaenidae","Reptilia",TRUE
"Abronia_salvadorensis","Amphisbaenidae","Reptilia",TRUE
"Abronia_smithi","Amphisbaenidae","Reptilia",TRUE
"Abronia_taeniata","Amphisbaenidae","Reptilia",TRUE
"Abronia_vasconcelosii","Amphisbaenidae","Reptilia",TRUE
"Acanthochelys_macrocephala","Chelidae","Reptilia",FALSE
"Acanthochelys_pallidipectoris","Chelidae","Reptilia",FALSE
"Acanthochelys_radiolata","Chelidae","Reptilia",FALSE
"Acanthochelys_spixii","Chelidae","Reptilia",FALSE
"Acratosaura_mentalis","Amphisbaenidae","Reptilia",TRUE
"Acratosaura_spinosa","Amphisbaenidae","Reptilia",TRUE
"Actinemys_marmorata","Emydidae","Reptilia",TRUE
"Adelophis_copei","Amphisbaenidae","Reptilia",TRUE
"Adelophis_foxi","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_daryi","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_ibarrorum","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_latifasciatum","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_nigrilatum","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_quadrivirgatum","Amphisbaenidae","Reptilia",FALSE
"Adelphicos_sargii","Amphisbaenidae","Reptilia",FALSE
"Adelphicos_veraepacis","Amphisbaenidae","Reptilia",TRUE
"Adelphicos_visoninum","Amphisbaenidae","Reptilia",FALSE
"Adercosaurus_vixadenexus","Amphisbaenidae","Reptilia",FALSE
"Agkistrodon_bilineatus","Amphisbaenidae","Reptilia",TRUE
"Agkistrodon_contortrix","Amphisbaenidae","Reptilia",TRUE
"Agkistrodon_piscivorus","Amphisbaenidae","Reptilia",TRUE
"Agkistrodon_taylori","Amphisbaenidae","Reptilia",TRUE
"Alexandresaurus_camacan","Amphisbaenidae","Reptilia",FALSE
"Alinea_berengerae","Amphisbaenidae","Reptilia",FALSE
"Alinea_lanceolata","Amphisbaenidae","Reptilia",FALSE
"Alinea_luciae","Amphisbaenidae","Reptilia",FALSE
"Alinea_pergravis","Amphisbaenidae","Reptilia",FALSE
"Alligator_mississippiensis","Alligatoridae","Reptilia",TRUE
"Alopoglossus_angulatus","Amphisbaenidae","Reptilia",TRUE
"Alopoglossus_atriventris","Amphisbaenidae","Reptilia",TRUE
"Alopoglossus_buckleyi","Amphisbaenidae","Reptilia",TRUE
"Alopoglossus_copii","Amphisbaenidae","Reptilia",TRUE
"Alopoglossus_festae","Amphisbaenidae","Reptilia",TRUE
"Alopoglossus_lehmanni","Amphisbaenidae","Reptilia",TRUE
"Alsophis_antiguae","Amphisbaenidae","Reptilia",FALSE
"Alsophis_antillensis","Amphisbaenidae","Reptilia",FALSE
"Alsophis_manselli","Amphisbaenidae","Reptilia",FALSE
"Alsophis_rijgersmaei","Amphisbaenidae","Reptilia",FALSE
"Alsophis_rufiventris","Amphisbaenidae","Reptilia",FALSE
"Alsophis_sanctonum","Amphisbaenidae","Reptilia",FALSE
"Alsophis_sibonius","Amphisbaenidae","Reptilia",FALSE
"Amapasaurus_tetradactylus","Amphisbaenidae","Reptilia",FALSE
"Amastridium_sapperi","Amphisbaenidae","Reptilia",TRUE
"Amastridium_veliferum","Amphisbaenidae","Reptilia",TRUE
"Ameiva_aggerecusans","Amphisbaenidae","Reptilia",TRUE
"Ameiva_alboguttata","Amphisbaenidae","Reptilia",FALSE
"Ameiva_ameiva","Amphisbaenidae","Reptilia",TRUE
"Ameiva_atrata","Amphisbaenidae","Reptilia",FALSE
"Ameiva_auberi","Amphisbaenidae","Reptilia",TRUE
"Ameiva_chaitzami","Amphisbaenidae","Reptilia",FALSE
"Ameiva_chrysolaema","Amphisbaenidae","Reptilia",TRUE
"Ameiva_cineracea","Amphisbaenidae","Reptilia",FALSE
"Ameiva_concolor","Amphisbaenidae","Reptilia",TRUE
"Ameiva_corax","Amphisbaenidae","Reptilia",FALSE
"Ameiva_corvina","Amphisbaenidae","Reptilia",FALSE
"Ameiva_desechensis","Amphisbaenidae","Reptilia",FALSE
"Ameiva_dorsalis","Amphisbaenidae","Reptilia",TRUE
"Ameiva_erythrocephala","Amphisbaenidae","Reptilia",FALSE
"Ameiva_fuscata","Amphisbaenidae","Reptilia",FALSE
"Ameiva_griswoldi","Amphisbaenidae","Reptilia",FALSE
"Ameiva_jacuba","Amphisbaenidae","Reptilia",TRUE
"Ameiva_lineolata","Amphisbaenidae","Reptilia",TRUE
"Ameiva_major","Amphisbaenidae","Reptilia",FALSE
"Ameiva_maynardii","Amphisbaenidae","Reptilia",FALSE
"Ameiva_nodam","Amphisbaenidae","Reptilia",TRUE
"Ameiva_pantherina","Amphisbaenidae","Reptilia",TRUE
"Ameiva_parecis","Amphisbaenidae","Reptilia",TRUE
"Ameiva_plei","Amphisbaenidae","Reptilia",FALSE
"Ameiva_pluvianotata","Amphisbaenidae","Reptilia",FALSE
"Ameiva_praesignis","Amphisbaenidae","Reptilia",TRUE
"Ameiva_provitaae","Amphisbaenidae","Reptilia",TRUE
"Ameiva_quadrilineata","Amphisbaenidae","Reptilia",TRUE
"Ameiva_taeniura","Amphisbaenidae","Reptilia",TRUE
"Ameiva_undulata","Teiidae","Reptilia",FALSE
"Ameiva_wetmorei","Amphisbaenidae","Reptilia",FALSE
"Ameivula_abaetensis","Amphisbaenidae","Reptilia",FALSE
"Ameivula_abalosi","Amphisbaenidae","Reptilia",FALSE
"Ameivula_cipoensis","Amphisbaenidae","Reptilia",FALSE
"Ameivula_confusioniba","Amphisbaenidae","Reptilia",FALSE
"Ameivula_cyanura","Amphisbaenidae","Reptilia",FALSE
"Ameivula_jalapensis","Amphisbaenidae","Reptilia",FALSE
"Ameivula_littoralis","Anguidae","Reptilia",FALSE
"Ameivula_mumbuca","Anguidae","Reptilia",FALSE
"Ameivula_nativo","Anguidae","Reptilia",FALSE
"Ameivula_nigrigula","Anguidae","Reptilia",FALSE
"Ameivula_ocellifera","Anguidae","Reptilia",FALSE
"Ameivula_pyrrhogularis","Anguidae","Reptilia",FALSE
"Ameivula_venetacauda","Anguidae","Reptilia",FALSE
"Ameivula_xacriaba","Anguidae","Reptilia",FALSE
"Amerotyphlops_amoipira","Anguidae","Reptilia",FALSE
"Amerotyphlops_brongersmianus","Anguidae","Reptilia",FALSE
"Amerotyphlops_lehneri","Anguidae","Reptilia",FALSE
"Amerotyphlops_microstomus","Anguidae","Reptilia",FALSE
"Amerotyphlops_paucisquamus","Anguidae","Reptilia",FALSE
"Amerotyphlops_stadelmani","Anguidae","Reptilia",FALSE
"Amerotyphlops_tasymicris","Typhlopidae","Reptilia",FALSE
"Amerotyphlops_trinitatus","Anguidae","Reptilia",FALSE
"Amerotyphlops_yonenagae","Anguidae","Reptilia",FALSE
"Amphisbaena_absaberi","Anguidae","Reptilia",TRUE
"Amphisbaena_acrobeles","Anguidae","Reptilia",FALSE
"Amphisbaena_alba","Anguidae","Reptilia",TRUE
"Amphisbaena_albocingulata","Anguidae","Reptilia",TRUE
"Amphisbaena_anaemariae","Anguidae","Reptilia",TRUE
"Amphisbaena_angustifrons","Anguidae","Reptilia",TRUE
"Amphisbaena_anomala","Anguidae","Reptilia",FALSE
"Amphisbaena_arda","Anguidae","Reptilia",TRUE
"Amphisbaena_arenaria","Anguidae","Reptilia",TRUE
"Amphisbaena_bahiana","Anguidae","Reptilia",TRUE
"Amphisbaena_bakeri","Anguidae","Reptilia",FALSE
"Amphisbaena_barbouri","Anguidae","Reptilia",TRUE
"Amphisbaena_bedai","Anguidae","Reptilia",TRUE
"Amphisbaena_bilabialata","Anguidae","Reptilia",FALSE
"Amphisbaena_bolivica","Anguidae","Reptilia",TRUE
"Amphisbaena_borelli","Anguidae","Reptilia",TRUE
"Amphisbaena_brasiliana","Anguidae","Reptilia",FALSE
"Amphisbaena_brevis","Anguidae","Reptilia",TRUE
"Amphisbaena_caeca","Anguidae","Reptilia",FALSE
"Amphisbaena_caiari","Anguidae","Reptilia",TRUE
"Amphisbaena_camura","Anguidae","Reptilia",TRUE
"Amphisbaena_carlgansi","Anguidae","Reptilia",TRUE
"Amphisbaena_carli","Anguidae","Reptilia",TRUE
"Amphisbaena_carvalhoi","Anguidae","Reptilia",TRUE
"Amphisbaena_caudalis","Anguidae","Reptilia",TRUE
"Amphisbaena_cayemite","Anguidae","Reptilia",TRUE
"Amphisbaena_cegei","Anguidae","Reptilia",TRUE
"Amphisbaena_cerradensis","Anguidae","Reptilia",TRUE
"Amphisbaena_crisae","Anguidae","Reptilia",TRUE
"Amphisbaena_cubana","Anguidae","Reptilia",TRUE
"Amphisbaena_cuiabana","Anguidae","Reptilia",FALSE
"Amphisbaena_cunhai","Anguidae","Reptilia",TRUE
"Amphisbaena_darwini","Anguidae","Reptilia",TRUE
"Amphisbaena_dubia","Anguidae","Reptilia",TRUE
"Amphisbaena_fenestrata","Anguidae","Reptilia",FALSE
"Amphisbaena_frontalis","Anguidae","Reptilia",TRUE
"Amphisbaena_fuliginosa","Anguidae","Reptilia",TRUE
"Amphisbaena_gonavensis","Anguidae","Reptilia",TRUE
"Amphisbaena_gracilis","Anguidae","Reptilia",TRUE
"Amphisbaena_hastata","Anguidae","Reptilia",TRUE
"Amphisbaena_heathi","Anguidae","Reptilia",TRUE
"Amphisbaena_heterozonata","Anguidae","Reptilia",TRUE
"Amphisbaena_hiata","Anguidae","Reptilia",TRUE
"Amphisbaena_hogei","Anguidae","Reptilia",TRUE
"Amphisbaena_hyporissor","Anguidae","Reptilia",TRUE
"Amphisbaena_ibijara","Anguidae","Reptilia",TRUE
"Amphisbaena_ignatiana","Anguidae","Reptilia",TRUE
"Amphisbaena_infraorbitale","Anguidae","Reptilia",FALSE
"Amphisbaena_innocens","Anguidae","Reptilia",TRUE
"Amphisbaena_kingii","Anguidae","Reptilia",FALSE
"Amphisbaena_kisteumacheri","Anguidae","Reptilia",TRUE
"Amphisbaena_kraoh","Anguidae","Reptilia",FALSE
"Amphisbaena_leali","Anguidae","Reptilia",TRUE
"Amphisbaena_leeseri","Anguidae","Reptilia",TRUE
"Amphisbaena_leucocephala","Anguidae","Reptilia",TRUE
"Amphisbaena_littoralis","Anguidae","Reptilia",TRUE
"Amphisbaena_lumbricalis","Anguidae","Reptilia",TRUE
"Amphisbaena_manni","Anguidae","Reptilia",TRUE
"Amphisbaena_maranhensis","Anguidae","Reptilia",TRUE
"Amphisbaena_maximus","Anguidae","Reptilia",TRUE
"Amphisbaena_medemi","Anguidae","Reptilia",TRUE
"Amphisbaena_mensae","Anguidae","Reptilia",TRUE
"Amphisbaena_mertensii","Anguidae","Reptilia",TRUE
"Amphisbaena_microcephalum","Anguidae","Reptilia",FALSE
"Amphisbaena_miringoera","Anguidae","Reptilia",TRUE
"Amphisbaena_mitchelli","Anguidae","Reptilia",TRUE
"Amphisbaena_munoai","Anguidae","Reptilia",TRUE
"Amphisbaena_myersi","Anguidae","Reptilia",TRUE
"Amphisbaena_neglecta","Anguidae","Reptilia",TRUE
"Amphisbaena_nigricauda","Anguidae","Reptilia",TRUE
"Amphisbaena_occidentalis","Anguidae","Reptilia",TRUE
"Amphisbaena_octostegum","Anguidae","Reptilia",TRUE
"Amphisbaena_pericensis","Anguidae","Reptilia",TRUE
"Amphisbaena_plumbea","Anguidae","Reptilia",TRUE
"Amphisbaena_polygrammica","Anguidae","Reptilia",TRUE
"Amphisbaena_polystegum","Anguidae","Reptilia",FALSE
"Amphisbaena_pretrei","Anguidae","Reptilia",TRUE
"Amphisbaena_prunicolor","Anguidae","Reptilia",TRUE
"Amphisbaena_ridleyi","Anguidae","Reptilia",FALSE
"Amphisbaena_roberti","Anguidae","Reptilia",FALSE
"Amphisbaena_rozei","Anguidae","Reptilia",TRUE
"Amphisbaena_sanctaeritae","Anguidae","Reptilia",TRUE
"Amphisbaena_saxosa","Anguidae","Reptilia",FALSE
"Amphisbaena_schmidti","Anguidae","Reptilia",FALSE
"Amphisbaena_scutigerum","Anguidae","Reptilia",TRUE
"Amphisbaena_silvestrii","Anguidae","Reptilia",FALSE
"Amphisbaena_slateri","Anguidae","Reptilia",TRUE
"Amphisbaena_slevini","Bipedidae","Reptilia",TRUE
"Amphisbaena_steindachneri","Bipedidae","Reptilia",TRUE
"Amphisbaena_stejnegeri","Bipedidae","Reptilia",TRUE
"Amphisbaena_supernumeraria","Cadeidae","Reptilia",TRUE
"Amphisbaena_talisiae","Cadeidae","Reptilia",TRUE
"Amphisbaena_trachura","Corytophanidae","Reptilia",TRUE
"Amphisbaena_tragorrhectes","Corytophanidae","Reptilia",TRUE
"Amphisbaena_uroxena","Corytophanidae","Reptilia",TRUE
"Amphisbaena_vanzolini","Corytophanidae","Reptilia",FALSE
"Amphisbaena_varia","Corytophanidae","Reptilia",TRUE
"Amphisbaena_vermicularis","Corytophanidae","Reptilia",TRUE
"Amphisbaena_wuchereri","Corytophanidae","Reptilia",TRUE
"Amphisbaena_xera","Corytophanidae","Reptilia",FALSE
"Anadia_altaserrania","Corytophanidae","Reptilia",FALSE
"Anadia_antioquensis","Crotaphytidae","Reptilia",FALSE
"Anadia_bitaeniata","Crotaphytidae","Reptilia",FALSE
"Anadia_blakei","Crotaphytidae","Reptilia",FALSE
"Anadia_bogotensis","Crotaphytidae","Reptilia",FALSE
"Anadia_brevifrontalis","Crotaphytidae","Reptilia",FALSE
"Anadia_bumanguesa","Crotaphytidae","Reptilia",FALSE
"Anadia_escalerae","Crotaphytidae","Reptilia",FALSE
"Anadia_hobarti","Crotaphytidae","Reptilia",FALSE
"Anadia_marmorata","Crotaphytidae","Reptilia",FALSE
"Anadia_mcdiarmidi","Crotaphytidae","Reptilia",FALSE
"Anadia_ocellata","Crotaphytidae","Reptilia",FALSE
"Anadia_pamplonensis","Crotaphytidae","Reptilia",FALSE
"Anadia_pariaensis","Dactyloidae","Reptilia",FALSE
"Anadia_petersi","Dactyloidae","Reptilia",FALSE
"Anadia_pulchella","Dactyloidae","Reptilia",FALSE
"Anadia_rhombifera","Dactyloidae","Reptilia",FALSE
"Anadia_steyeri","Dactyloidae","Reptilia",FALSE
"Anadia_vittata","Dactyloidae","Reptilia",FALSE
"Anelytropsis_papillosus","Dactyloidae","Reptilia",TRUE
"Anguis_incomptus","Dactyloidae","Reptilia",TRUE
"Anilius_scytale","Dactyloidae","Reptilia",TRUE
"Anisolepis_grilli","Dactyloidae","Reptilia",TRUE
"Anisolepis_longicauda","Dactyloidae","Reptilia",TRUE
"Anisolepis_undulatus","Dactyloidae","Reptilia",TRUE
"Anniella_geronimensis","Dactyloidae","Reptilia",TRUE
"Anniella_pulchra","Dactyloidae","Reptilia",TRUE
"Anolis_acutus","Dactyloidae","Reptilia",FALSE
"Anolis_adleri","Dactyloidae","Reptilia",FALSE
"Anolis_aequatorialis","Dactyloidae","Reptilia",TRUE
"Anolis_agassizi","Dactyloidae","Reptilia",FALSE
"Anolis_agueroi","Dactyloidae","Reptilia",TRUE
"Anolis_ahli","Dactyloidae","Reptilia",TRUE
"Anolis_alayoni","Dactyloidae","Reptilia",TRUE
"Anolis_alfaroi","Dactyloidae","Reptilia",TRUE
"Anolis_aliniger","Dactyloidae","Reptilia",TRUE
"Anolis_allisoni","Dactyloidae","Reptilia",TRUE
"Anolis_allogus","Dactyloidae","Reptilia",TRUE
"Anolis_altae","Dactyloidae","Reptilia",FALSE
"Anolis_altavelensis","Dactyloidae","Reptilia",FALSE
"Anolis_altitudinalis","Dactyloidae","Reptilia",TRUE
"Anolis_alumina","Dactyloidae","Reptilia",TRUE
"Anolis_alutaceus","Dactyloidae","Reptilia",TRUE
"Anolis_alvarezdeltoroi","Dactyloidae","Reptilia",TRUE
"Anolis_amplisquamosus","Dactyloidae","Reptilia",TRUE
"Anolis_anatoloros","Dactyloidae","Reptilia",TRUE
"Anolis_anchicayae","Dactyloidae","Reptilia",TRUE
"Anolis_anfiloquioi","Dactyloidae","Reptilia",TRUE
"Anolis_angusticeps","Dactyloidae","Reptilia",TRUE
"Anolis_anisolepis","Dactyloidae","Reptilia",TRUE
"Anolis_annectens","Dactyloidae","Reptilia",FALSE
"Anolis_anoriensis","Dactyloidae","Reptilia",TRUE
"Anolis_antioquiae","Dactyloidae","Reptilia",TRUE
"Anolis_antonii","Dactyloidae","Reptilia",TRUE
"Anolis_apletolepis","Dactyloidae","Reptilia",FALSE
"Anolis_apletophallus","Dactyloidae","Reptilia",TRUE
"Anolis_apollinaris","Dactyloidae","Reptilia",TRUE
"Anolis_argenteolus","Dactyloidae","Reptilia",TRUE
"Anolis_argillaceus","Dactyloidae","Reptilia",TRUE
"Anolis_armouri","Dactyloidae","Reptilia",TRUE
"Anolis_auratus","Dactyloidae","Reptilia",FALSE
"Anolis_bahorucoensis","Dactyloidae","Reptilia",TRUE
"Anolis_baleatus","Dactyloidae","Reptilia",TRUE
"Anolis_baracoae","Dactyloidae","Reptilia",TRUE
"Anolis_barahonae","Dactyloidae","Reptilia",TRUE
"Anolis_barbatus","Dactyloidae","Reptilia",FALSE
"Anolis_barbouri","Dactyloidae","Reptilia",TRUE
"Anolis_barkeri","Dactyloidae","Reptilia",TRUE
"Anolis_bartschi","Dactyloidae","Reptilia",TRUE
"Anolis_beckeri","Dactyloidae","Reptilia",TRUE
"Anolis_bellipeniculus","Dactyloidae","Reptilia",TRUE
"Anolis_benedikti","Dactyloidae","Reptilia",TRUE
"Anolis_bicaorum","Dactyloidae","Reptilia",FALSE
"Anolis_bimaculatus","Dactyloidae","Reptilia",FALSE
"Anolis_binotatus","Dactyloidae","Reptilia",TRUE
"Anolis_birama","Dactyloidae","Reptilia",TRUE
"Anolis_bitectus","Dactyloidae","Reptilia",FALSE
"Anolis_blanquillanus","Dactyloidae","Reptilia",FALSE
"Anolis_boettgeri","Dactyloidae","Reptilia",TRUE
"Anolis_bombiceps","Dactyloidae","Reptilia",TRUE
"Anolis_bonairensis","Dactyloidae","Reptilia",FALSE
"Anolis_brasiliensis","Dactyloidae","Reptilia",TRUE
"Anolis_breedlovei","Dactyloidae","Reptilia",FALSE
"Anolis_bremeri","Dactyloidae","Reptilia",TRUE
"Anolis_breslini","Dactyloidae","Reptilia",FALSE
"Anolis_brevirostris","Dactyloidae","Reptilia",TRUE
"Anolis_brunneus","Dactyloidae","Reptilia",FALSE
"Anolis_calimae","Dactyloidae","Reptilia",TRUE
"Anolis_capito","Dactyloidae","Reptilia",FALSE
"Anolis_caquetae","Dactyloidae","Reptilia",TRUE
"Anolis_carlostoddi","Dactyloidae","Reptilia",TRUE
"Anolis_carpenteri","Dactyloidae","Reptilia",TRUE
"Anolis_casildae","Dactyloidae","Reptilia",FALSE
"Anolis_caudalis","Dactyloidae","Reptilia",TRUE
"Anolis_centralis","Dactyloidae","Reptilia",TRUE
"Anolis_chamaeleonides","Dactyloidae","Reptilia",FALSE
"Anolis_chloris","Dactyloidae","Reptilia",TRUE
"Anolis_chlorocyanus","Dactyloidae","Reptilia",TRUE
"Anolis_chlorodius","Dactyloidae","Reptilia",FALSE
"Anolis_chocorum","Dactyloidae","Reptilia",TRUE
"Anolis_christophei","Dactyloidae","Reptilia",TRUE
"Anolis_chrysolepis","Dactyloidae","Reptilia",TRUE
"Anolis_chrysops","Dactyloidae","Reptilia",FALSE
"Anolis_clivicola","Dactyloidae","Reptilia",TRUE
"Anolis_cobanensis","Dactyloidae","Reptilia",TRUE
"Anolis_coelestinus","Dactyloidae","Reptilia",TRUE
"Anolis_compressicauda","Dactyloidae","Reptilia",TRUE
"Anolis_concolor","Dactyloidae","Reptilia",FALSE
"Anolis_confusus","Dactyloidae","Reptilia",FALSE
"Anolis_conspersus","Dactyloidae","Reptilia",FALSE
"Anolis_cooki","Dactyloidae","Reptilia",FALSE
"Anolis_crassulus","Dactyloidae","Reptilia",FALSE
"Anolis_cristifer","Dactyloidae","Reptilia",TRUE
"Anolis_cryptolimifrons","Dactyloidae","Reptilia",TRUE
"Anolis_cupeyalensis","Dactyloidae","Reptilia",TRUE
"Anolis_cupreus","Dactyloidae","Reptilia",FALSE
"Anolis_cuprinus","Dactyloidae","Reptilia",TRUE
"Anolis_cuscoensis","Dactyloidae","Reptilia",TRUE
"Anolis_cusuco","Dactyloidae","Reptilia",TRUE
"Anolis_cuvieri","Dactyloidae","Reptilia",FALSE
"Anolis_cyanopleurus","Dactyloidae","Reptilia",TRUE
"Anolis_cyanostictus","Dactyloidae","Reptilia",FALSE
"Anolis_cybotes","Dactyloidae","Reptilia",TRUE
"Anolis_cymbops","Dactyloidae","Reptilia",TRUE
"Anolis_danieli","Dactyloidae","Reptilia",TRUE
"Anolis_darlingtoni","Dactyloidae","Reptilia",TRUE
"Anolis_datzorum","Dactyloidae","Reptilia",TRUE
"Anolis_delafuentei","Dactyloidae","Reptilia",FALSE
"Anolis_deltae","Dactyloidae","Reptilia",TRUE
"Anolis_demissus","Dactyloidae","Reptilia",FALSE
"Anolis_desechensis","Dactyloidae","Reptilia",FALSE
"Anolis_desiradei","Dactyloidae","Reptilia",FALSE
"Anolis_dissimilis","Dactyloidae","Reptilia",TRUE
"Anolis_divius","Dactyloidae","Reptilia",FALSE
"Anolis_dolichocephalus","Dactyloidae","Reptilia",TRUE
"Anolis_dollfusianus","Dactyloidae","Reptilia",TRUE
"Anolis_duellmani","Dactyloidae","Reptilia",TRUE
"Anolis_dunni","Dactyloidae","Reptilia",TRUE
"Anolis_eewi","Dactyloidae","Reptilia",FALSE
"Anolis_eladioi","Dactyloidae","Reptilia",FALSE
"Anolis_ernestwilliamsi","Dactyloidae","Reptilia",FALSE
"Anolis_etheridgei","Dactyloidae","Reptilia",TRUE
"Anolis_eugenegrahami","Dactyloidae","Reptilia",TRUE
"Anolis_eulaemus","Dactyloidae","Reptilia",TRUE
"Anolis_euskalerriari","Dactyloidae","Reptilia",TRUE
"Anolis_evermanni","Dactyloidae","Reptilia",FALSE
"Anolis_fairchildi","Dactyloidae","Reptilia",FALSE
"Anolis_fasciatus","Dactyloidae","Reptilia",TRUE
"Anolis_ferreus","Dactyloidae","Reptilia",FALSE
"Anolis_festae","Dactyloidae","Reptilia",TRUE
"Anolis_fitchi","Dactyloidae","Reptilia",TRUE
"Anolis_forbesi","Dactyloidae","Reptilia",FALSE
"Anolis_fortunensis","Dactyloidae","Reptilia",TRUE
"Anolis_fowleri","Dactyloidae","Reptilia",TRUE
"Anolis_fraseri","Dactyloidae","Reptilia",TRUE
"Anolis_frenatus","Dactyloidae","Reptilia",FALSE
"Anolis_fugitivus","Dactyloidae","Reptilia",TRUE
"Anolis_fungosus","Dactyloidae","Reptilia",TRUE
"Anolis_fuscoauratus","Dactyloidae","Reptilia",TRUE
"Anolis_gadovi","Dactyloidae","Reptilia",FALSE
"Anolis_gaigei","Dactyloidae","Reptilia",TRUE
"Anolis_garmani","Dactyloidae","Reptilia",TRUE
"Anolis_garridoi","Dactyloidae","Reptilia",FALSE
"Anolis_gemmosus","Dactyloidae","Reptilia",TRUE
"Anolis_gingivinus","Dactyloidae","Reptilia",FALSE
"Anolis_gonavensis","Dactyloidae","Reptilia",FALSE
"Anolis_gorgonae","Dactyloidae","Reptilia",TRUE
"Anolis_gracilipes","Dactyloidae","Reptilia",TRUE
"Anolis_granuliceps","Dactyloidae","Reptilia",TRUE
"Anolis_griseus","Dactyloidae","Reptilia",FALSE
"Anolis_gruuo","Dactyloidae","Reptilia",TRUE
"Anolis_guafe","Dactyloidae","Reptilia",FALSE
"Anolis_guamuhaya","Dactyloidae","Reptilia",FALSE
"Anolis_guazuma","Dactyloidae","Reptilia",FALSE
"Anolis_gundlachi","Dactyloidae","Reptilia",FALSE
"Anolis_haetianus","Dactyloidae","Reptilia",TRUE
"Anolis_haguei","Dactyloidae","Reptilia",TRUE
"Anolis_hendersoni","Dactyloidae","Reptilia",TRUE
"Anolis_heterodermus","Dactyloidae","Reptilia",TRUE
"Anolis_heteropholidotus","Dactyloidae","Reptilia",FALSE
"Anolis_hobartsmithi","Dactyloidae","Reptilia",TRUE
"Anolis_homolechis","Dactyloidae","Reptilia",TRUE
"Anolis_huilae","Dactyloidae","Reptilia",TRUE
"Anolis_humilis","Dactyloidae","Reptilia",FALSE
"Anolis_ibague","Dactyloidae","Reptilia",FALSE
"Anolis_ibanezi","Dactyloidae","Reptilia",TRUE
"Anolis_imias","Dactyloidae","Reptilia",TRUE
"Anolis_incredulus","Dactyloidae","Reptilia",TRUE
"Anolis_inderenae","Dactyloidae","Reptilia",TRUE
"Anolis_inexpectatus","Dactyloidae","Reptilia",TRUE
"Anolis_insignis","Dactyloidae","Reptilia",FALSE
"Anolis_insolitus","Dactyloidae","Reptilia",TRUE
"Anolis_isolepis","Dactyloidae","Reptilia",TRUE
"Anolis_isthmicus","Dactyloidae","Reptilia",FALSE
"Anolis_jacare","Dactyloidae","Reptilia",TRUE
"Anolis_johnmeyeri","Dactyloidae","Reptilia",TRUE
"Anolis_juangundlachi","Dactyloidae","Reptilia",TRUE
"Anolis_jubar","Dactyloidae","Reptilia",TRUE
"Anolis_kahouannensis","Dactyloidae","Reptilia",FALSE
"Anolis_kemptoni","Dactyloidae","Reptilia",TRUE
"Anolis_koopmani","Dactyloidae","Reptilia",TRUE
"Anolis_kreutzi","Dactyloidae","Reptilia",TRUE
"Anolis_krugi","Dactyloidae","Reptilia",FALSE
"Anolis_kunayalae","Dactyloidae","Reptilia",TRUE
"Anolis_laevis","Dactyloidae","Reptilia",TRUE
"Anolis_laeviventris","Dactyloidae","Reptilia",FALSE
"Anolis_lamari","Dactyloidae","Reptilia",TRUE
"Anolis_latifrons","Dactyloidae","Reptilia",TRUE
"Anolis_lemniscatus","Dactyloidae","Reptilia",TRUE
"Anolis_lemurinus","Dactyloidae","Reptilia",TRUE
"Anolis_leucodera","Dactyloidae","Reptilia",FALSE
"Anolis_limifrons","Dactyloidae","Reptilia",TRUE
"Anolis_lineatopus","Dactyloidae","Reptilia",TRUE
"Anolis_lineatus","Dactyloidae","Reptilia",FALSE
"Anolis_liogaster","Dactyloidae","Reptilia",TRUE
"Anolis_lionotus","Dactyloidae","Reptilia",FALSE
"Anolis_litoralis","Dactyloidae","Reptilia",TRUE
"Anolis_lividus","Dactyloidae","Reptilia",FALSE
"Anolis_longiceps","Dactyloidae","Reptilia",FALSE
"Anolis_longitibialis","Dactyloidae","Reptilia",TRUE
"Anolis_loveridgei","Dactyloidae","Reptilia",FALSE
"Anolis_loysiana","Dactyloidae","Reptilia",TRUE
"Anolis_luciae","Dactyloidae","Reptilia",FALSE
"Anolis_lucius","Dactyloidae","Reptilia",TRUE
"Anolis_luteogularis","Dactyloidae","Reptilia",TRUE
"Anolis_luteosignifer","Dactyloidae","Reptilia",FALSE
"Anolis_lynchi","Dactyloidae","Reptilia",TRUE
"Anolis_lyra","Dactyloidae","Reptilia",TRUE
"Anolis_macilentus","Dactyloidae","Reptilia",TRUE
"Anolis_macrinii","Dactyloidae","Reptilia",TRUE
"Anolis_macrolepis","Dactyloidae","Reptilia",TRUE
